,ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Contribution_ID,Word_ID,BorrowedScore,AgeScore,SimplicityScore,Borrowed,Analyzability,Age,ContactSituation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source,x1,word,origin_type,source_language,original_word,source_language_short,symbol,word_form_source,n,y,color,source_language_lumped
212,7565,13,7-27,wall,,,13,13,7221232098992251,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin to Germanic [13],Proto-West Germanic,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,,wall,immediate,Latin,vallum,Latin,,wall / vallum,116,2,#221F1D,Latin
631,7322,13,4-494,vulva,,,13,13,72212320257788095,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1548-1577 [13],Latin contact [13],1548-1577,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,vulva,immediate,Latin,vulva,Latin,,vulva / vulva,116,3,#221F1D,Latin
108,7330,13,4-57,vomit,,,13,13,72212320976680621,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1422 [13],Latin contact [13],1422,,,,Verb in English is back-formation from noun,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,vomit,immediate,Latin,vomitus,Latin,,vomit / vomitus,116,4,#221F1D,Latin
614,7321,13,4-493,vagina,,,13,13,72212320378531966,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1682 [13],Latin contact [13],1682,,,,,,Replacement,,,,,,,,,,,Formal,,Present in pre-contact environment,,,vagina,immediate,Latin,vagina,Latin,,vagina / vagina,116,5,#221F1D,Latin
110,7341,13,4-65,urinate,,,13,13,72212320104819709,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1599 [13],Latin contact [13],1599,,,,,,Coexistence,,urine + VERBALIZER,,,,,,,,,Formal,,Present in pre-contact environment,,,urinate,immediate,Latin,ūrināre,Latin,,urinate / ūrināre,116,6,#221F1D,Latin
298,7753,13,10-12,turn,,,13,13,72212320475068319,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,No information,,,,,,,,,Possinly assisted by Anglo-Norman tunerr,,,,Present in pre-contact environment,,,turn,immediate,Latin,tornāre,Latin,,turn / tornāre,116,7,#221F1D,Latin
518,8327,13,20-36,tower,,,13,13,72212320238114823,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 897 [13],Latin contact [13],c. 897,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,tower,immediate,Latin,turris,Latin,,tower / turris,116,8,#221F1D,Latin
106,7319,13,4-49,testicles,,,13,13,72212320451801015,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1425 [13],Latin contact [13],c. 1425,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,testicles,immediate,Latin,"testis, testiculus",Latin,,"testicles / testis, testiculus",116,9,#221F1D,Latin
636,7197,13,3-834,termite,,,13,13,72212320227256804,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1781 [13],Latin contact [13],1781,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,termite,immediate,Latin,"term-es, -item",Latin,,"termite / term-es, -item",116,10,#221F1D,Latin
627,7317,13,4-465,tendon,,,13,13,72212320418734695,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1543 [13],Latin contact [13],1543,,,,,,Replacement,,,,,,,,,Form in Latin is influenced by tendere ‘to stretch’. It is a borrowing from Greek to Latin.,,,,Present in pre-contact environment,,,tendon,immediate,Latin,"tendō, -nem",Latin,,"tendon / tendō, -nem",116,11,#221F1D,Latin
552,8377,13,22-13,temple,,,13,13,7221232028674167,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 825 [13],Latin contact [13],c. 825,,,,,,Insertion,,,,,,,,,Reinforced by French temple.,,,,Present only since contact,,,temple,immediate,Latin,templum,Latin,,temple / templum,116,12,#221F1D,Latin
628,7594,13,7-67,tan,,,13,13,72212320638336631,0.75,1.0,1.0,2. probably borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,tan,immediate,Latin,tannāre,Latin,,tan / tannāre,116,13,#221F1D,Latin
217,7574,13,7-44,table,,,13,13,72212320576064054,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 900 [13],Latin contact [13],before 900,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,table,immediate,Latin,tabula,Latin,,table / tabula,116,14,#221F1D,Latin
453,8200,13,17-44,suspect,,,13,13,72212320176758502,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1500 [13],Latin contact [13],1500,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,suspect,immediate,Latin,suspicere,Latin,,suspect / suspicere,116,15,#221F1D,Latin
439,8181,13,17-22,stupid,,,13,13,72212320524287327,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1541 [13],Latin contact [13],1541,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,stupid,immediate,Latin,stupidus,Latin,,stupid / stupidus,116,16,#221F1D,Latin
609,8435,13,23-395,street,,,13,13,72212320419374011,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin to Germanic [13],Proto-West Germanic,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,street,immediate,Latin,(via) strāta,Latin,,street / (via) strāta,116,17,#221F1D,Latin
275,7745,13,9-83,statue,,,13,13,72212320101846594,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],Latin contact [13],c. 1300,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,statue,immediate,Latin,statua,Latin,,statue / statua,116,18,#221F1D,Latin
184,7512,13,6-49,sock,,,13,13,72212320271282673,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1327 [13],Latin contact [13],1327,,,,,,No information,,,,,,,,,,,,,No information,,,sock,immediate,Latin,soccus,Latin,,sock / soccus,116,19,#221F1D,Latin
175,7490,13,6-25,silk,,,13,13,72212320933268686,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,Insertion,,,,,,,,,"A loan from Mongolian into Late Latin, where Serica was also used as a name for China.",,,,Present only since contact,,,silk,immediate,Latin,sēricus,Latin,,silk / sēricus,116,20,#221F1D,Latin
237,7614,13,8-33,sickle,,,13,13,72212320333130122,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin to Germanic [13],Proto-West Germanic,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,sickle,immediate,Latin,secula,Latin,,sickle / secula,116,21,#221F1D,Latin
361,7912,13,12-23,separate,,,13,13,72212320881082026,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1432-1450 [13],Latin contact [13],1432-1450,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,separate,immediate,Latin,sēparāre,Latin,,separate / sēparāre,116,22,#221F1D,Latin
291,7744,13,9-82,sculptor,,,13,13,72212320502359247,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1634 [13],Latin contact [13],1634,,,,,,No information,,SCULPT + -OR,,,,,,,,,,,Present in pre-contact environment,,,sculptor,immediate,Latin,sculptor,Latin,,sculptor / sculptor,116,23,#221F1D,Latin
442,8188,13,17-28,school,,,13,13,72212320868819648,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1000 [13],Latin contact [13],1000,,,,,,Insertion,,,,,,,,,Greek to Latin to English,,,,Present only since contact,,,school,immediate,Latin,schola,Latin,,school / schola,116,24,#221F1D,Latin
222,7582,13,7-53,ridgepole,,,13,13,72212320599702663,0.0,0.9,0.5,5. no evidence for borrowing,analyzable compound,1788 [13],Latin contact [13],1788,,,,RIDGE is Proto-Germanic,,Coexistence,,RIDGE + POLE (which see),,,,,,,,,,,Present in pre-contact environment,,,ridgepole,immediate,Latin,pālus,Latin,,ridgepole / pālus,116,25,#221F1D,Latin
48,7091,13,2-81,relative,,,13,13,72212319925732908,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1530 [13],French contact [13],1530,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,,relative,immediate,Latin,relatif,Latin,,relative / relatif,116,26,#221F1D,Latin
565,8403,13,23-1,radio,,,13,13,72212320586126194,0.0,0.7,1.0,5. no evidence for borrowing,unanalyzable,1913 [13],Latin contact [13],1913,Short for ‘radio telegraphy’.,,,Has mostly replaced English equivalent ‘wireless’.,,Replacement,,,,,,,,,,,,,Present only since contact,,,radio,immediate,Latin,radius,Latin,,radio / radius,116,27,#221F1D,Latin
122,7380,13,4-857,pus,,,13,13,7221232071653093,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1541 [13],Latin contact [13],1541,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,pus,immediate,Latin,pūs,Latin,,pus / pūs,116,28,#221F1D,Latin
84,7232,13,4-145,pubic hair,,,13,13,72212320851824704,1.0,0.8,0.5,1. clearly borrowed,analyzable compound,1831 [13],Latin contact [13],1831,,,,The collocation “pubic hair” is not listed in the Oxford English Dictionary,,No information,,PUBIC + HAIR,,,,,,,,,,,Present in pre-contact environment,,780.0,pubic hair,immediate,Latin,pūbēs,Latin,,pubic hair / pūbēs,116,29,#221F1D,Latin
505,8306,13,19-72,prostitute,,,13,13,72212320408251629,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1563 [13],Latin contact [13],1563,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,777.0,prostitute,immediate,Latin,prōstitūta,Latin,,prostitute / prōstitūta,116,30,#221F1D,Latin
556,8384,13,22-18,priest,,,13,13,72212320449430219,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 900 [13],Latin contact [13],before 900,,,,,,Replacement,,,,,,,,,Greek to Latin to English,,,,Present in pre-contact environment,,770.0,priest,immediate,Latin,presbyter,Latin,,priest / presbyter,116,31,#221F1D,Latin
501,8301,13,19-59,prevent,,,13,13,72212320313810219,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1432-1450 [13],Latin contact [13],1432-1450,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,767.0,prevent,immediate,Latin,praevenīre,Latin,,prevent / praevenīre,116,32,#221F1D,Latin
113,7351,13,4-73,pregnant,,,13,13,72212320462618056,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1545 [13],Latin contact [13],1545,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,760.0,pregnant,immediate,Latin,"praegnan-s, -tem",Latin,,"pregnant / praegnan-s, -tem",116,33,#221F1D,Latin
285,7731,13,9-71,potter,,,13,13,72212320772410394,0.5,1.0,0.5,3. perhaps borrowed,analyzable derived,before 1100 [13],Latin to Germanic [13],before 1100,,,,,,No information,,POT (which see) + -ER (agentive),,,,,,,,,,,No information,,749.0,potter,immediate,Latin,pottus,Latin,,potter / pottus,116,34,#221F1D,Latin
223,7585,13,7-56,post,,,13,13,72212320928876974,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Old English [13],Latin contact [13],Old English,,,,,,Coexistence,,,,,,Possible from prostāre ‘to stand up’,,,,,,,Present in pre-contact environment,,740.0,post,immediate,Latin,posta,Latin,,post / posta,116,35,#221F1D,Latin
589,8436,13,23-4,post,,,13,13,72212320609186007,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1506 [13],French contact [13],1506,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,740.0,post,immediate,Latin,posta,Latin,,post / posta,116,36,#221F1D,Latin
322,7831,13,10-91,port,,,13,13,72212320543593285,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 893 [13],Latin contact [13],c. 893,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,739.0,port,immediate,Latin,porta,Latin,,port / porta,116,37,#221F1D,Latin
241,7629,13,8-53,plant,,,13,13,72212320966587546,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Early Old English [13],Latin contact [13],Early Old English,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,716.0,plant,immediate,Latin,planta,Latin,,plant / planta,116,38,#221F1D,Latin
242,7629,13,8-53,plant,,,13,13,72212320966587546,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Early Old English [13],Latin contact [13],Early Old English,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,717.0,plant,immediate,Latin,plantare,Latin,,plant / plantare,116,39,#221F1D,Latin
243,7630,13,8-531,plant,,,13,13,72212320964392326,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Early Old English [13],Latin contact [13],Early Old English,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,716.0,plant,immediate,Latin,planta,Latin,,plant / planta,116,40,#221F1D,Latin
244,7630,13,8-531,plant,,,13,13,72212320964392326,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Early Old English [13],Latin contact [13],Early Old English,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,717.0,plant,immediate,Latin,plantare,Latin,,plant / plantare,116,41,#221F1D,Latin
354,7899,13,12-11,place,,,13,13,72212320733999809,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Late Old English [13],French contact [13],Late Old English,,,,This sense first recorded c. 1250.,,Replacement,,,,,,,,,Greek to Latin (then maybe to French) to English,,,,Present in pre-contact environment,,708.0,place,immediate,Latin,platea,Latin,,place / platea,116,42,#221F1D,Latin
247,7639,13,8-64,pine,,,13,13,72212320288547021,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Old English [13],Latin contact [13],Old English,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,701.0,pine,immediate,Latin,pīnus,Latin,,pine / pīnus,116,43,#221F1D,Latin
191,7524,13,6-63,pin,,,13,13,72212320898512615,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1100 [13],Latin contact [13],c. 1100,,,,,,Insertion,,,,,,,,,"Sense of ‘peg, bolt’ in first recordings, first use in modern sense is c. 1380.",,,,Present only since contact,,698.0,pin,immediate,Latin,pinna,Latin,,pin / pinna,116,44,#221F1D,Latin
214,7571,13,7-421,pillow,,,13,13,72212320636440206,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Early Old English [13],Latin contact [13],Early Old English,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,697.0,pillow,immediate,Latin,pulvīnus,Latin,,pillow / pulvīnus,116,45,#221F1D,Latin
165,7467,13,5-82,pepper,,,13,13,72212320709111147,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,Insertion,,,,,,,,,Sanskrit to Greek to Latin to English.,,,,Present only since contact,,681.0,pepper,immediate,Latin,piper,Latin,,pepper / piper,116,46,#221F1D,Latin
107,7320,13,4-492,penis,,,13,13,7221232037461429,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1578 [13],Latin contact [13],1578,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,678.0,penis,immediate,Latin,pēnis,Latin,,penis / pēnis,116,47,#221F1D,Latin
476,8261,13,18-57,pen,,,13,13,72212320658416033,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Early Old English [13],Latin contact [13],Early Old English,,,,,,Coexistence,,,,,,,,,,,,,Present only since contact,,677.0,pen,immediate,Latin,penna,Latin,,pen / penna,116,48,#221F1D,Latin
145,7436,13,5-46,peel,,,13,13,72212320496113695,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1424 [13],Latin contact [13],1424,,,,,,No information,,,,,,,,,The word is first recorded in any sense in 1398,,,,No information,,675.0,peel,immediate,Latin,pilāre,Latin,,peel / pilāre,116,49,#221F1D,Latin
381,7994,13,13-23,part,,,13,13,72212320500639886,0.0,1.0,1.0,5. no evidence for borrowing,unanalyzable,Late Old English [13],Latin contact [13],Late Old English,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,667.0,part,immediate,Latin,"par-s, -tem",Latin,,"part / par-s, -tem",116,50,#221F1D,Latin
47,7088,13,2-75,orphan,,,13,13,72212319938849298,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1450 [13],Latin contact [13],before 1450,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,645.0,orphan,immediate,Latin,orphanus,Latin,,orphan / orphanus,116,51,#221F1D,Latin
564,8401,13,22-47,omen,,,13,13,72212320773825751,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1582 [13],Latin contact [13],1582,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,637.0,omen,immediate,Latin,ōmen,Latin,,omen / ōmen,116,52,#221F1D,Latin
162,7462,13,5-78,olive,,,13,13,72212320315480062,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],Latin contact [13],before 1225,,,,,,Insertion,,,,,,,,,Probably taken from an unknown and extinct  Mediterranean language into Greek and is thus connected with OIL,,,,Present only since contact,,635.0,olive,immediate,Latin,olīva,Latin,,olive / olīva,116,53,#221F1D,Latin
163,7463,13,5-79,oil,,,13,13,72212320937274716,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1225 [13],Latin contact [13],c. 1225,,,,,,Insertion,,,,,,,,,Latin word may be a loan from Greek,,,,Present only since contact,,632.0,oil,immediate,Latin,oleum,Latin,,oil / oleum,116,54,#221F1D,Latin
388,8039,13,14-45,noon,,,13,13,72212320380649594,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],Latin contact [13],before 1225,,,,in sense of ‘ninth hour’ already in Old English,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,621.0,noon,immediate,Latin,nōna,Latin,,noon / nōna,116,55,#221F1D,Latin
606,8415,13,23-185,motor,,,13,13,72212320276230198,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1447 [13],French contact [13],1447,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,591.0,motor,immediate,Latin,motor,Latin,,motor / motor,116,56,#221F1D,Latin
95,7269,13,4-272,molar (tooth),,,13,13,72212320549091878,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1626 [13],Latin contact [13],1626,,,,,,Replacement,,MOLAR + TOOTH,,,,,,,,,,,Present in pre-contact environment,,581.0,molar (tooth),immediate,Latin,molaris,Latin,,molar (tooth) / molaris,116,57,#221F1D,Latin
491,8284,13,19-41,master,,,13,13,72212320145849690,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Early Old English [13],Latin contact [13],Early Old English,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,558.0,master,immediate,Latin,magister,Latin,,master / magister,116,58,#221F1D,Latin
346,7878,13,11-85,market,,,13,13,7221232068568391,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin to Germanic [13],Proto-West Germanic,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,553.0,market,immediate,Latin,mercātus,Latin,,market / mercātus,116,59,#221F1D,Latin
72,7170,13,3-72,lion,,,13,13,72212320503006886,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,Insertion,,,,,,,,,The ultimate origin of this word is unknown.,,,,Present only since contact,,536.0,lion,immediate,Latin,leō,Latin,,lion / leō,116,60,#221F1D,Latin
610,8288,13,19-445,liberate,,,13,13,72212320279011866,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1623 [13],Latin contact [13],1623,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,532.0,liberate,immediate,Latin,liberāre,Latin,,liberate / liberāre,116,61,#221F1D,Latin
208,7552,13,7-17,kitchen,,,13,13,72212320851661899,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin to Germanic [13],Proto-West Germanic,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,510.0,kitchen,immediate,Latin,cocīna,Latin,,kitchen / cocīna,116,62,#221F1D,Latin
136,7419,13,5-27,kettle,,,13,13,72212320133819919,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,No information,,,,,,,,,,,,,No information,,509.0,kettle,immediate,Latin,catillus,Latin,,kettle / catillus,116,63,#221F1D,Latin
105,7311,13,4-461,intestines,,,13,13,72212320279338563,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1597 [13],Latin contact [13],1597,,,,,,Coexistence,,intestine-PL,,,,,,,,,,,Present in pre-contact environment,,492.0,intestines,immediate,Latin,intestīnum,Latin,,intestines / intestīnum,116,64,#221F1D,Latin
75,7177,13,3-81,insect,,,13,13,72212320496297681,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1601 [13],Latin contact [13],1601,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,489.0,insect,immediate,Latin,insectum,Latin,,insect / insectum,116,65,#221F1D,Latin
542,8364,13,21-36,innocent,,,13,13,72212320333609826,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1340 [13],Latin contact [13],before 1340,,,,,,Replacement,,,,,,,,,"This may have come in via French, where it would have been a cultural borrowing from Latin itself.",,,,Present in pre-contact environment,,488.0,innocent,immediate,Latin,"innocen-s, -tem",Latin,,"innocent / innocen-s, -tem",116,66,#221F1D,Latin
579,8422,13,23-23,injection,,,13,13,72212320933776094,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1611 [13],Latin contact [13],1611,,,,,,Insertion,,inject-NMLZ,,,,,,,,,,,Present only since contact,,485.0,injection,immediate,Latin,"iniectiō, iniicere",Latin,,"injection / iniectiō, iniicere",116,67,#221F1D,Latin
385,8013,13,14-19,immediately,,,13,13,72212320204955905,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,1412-1420 [13],Latin contact [13],1412-1420,,,,,,Coexistence,,immediate-ADV,,,,,,,,,,,Present in pre-contact environment,,482.0,immediately,immediate,Latin,immediātus,Latin,,immediately / immediātus,116,68,#221F1D,Latin
436,8177,13,17-172,imitate,,,13,13,72212320865710137,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1534 [13],Latin contact [13],1534,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,481.0,imitate,immediate,Latin,imitārī,Latin,,imitate / imitārī,116,69,#221F1D,Latin
438,8179,13,17-19,idea,,,13,13,72212320812754434,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1430 [13],Latin contact [13],1430,,,,,,Insertion,,,,,,,,,Greek to Latin to English,,,,Present only since contact,,476.0,idea,immediate,Latin,idea,Latin,,idea / idea,116,70,#221F1D,Latin
574,8418,13,23-2,hospital,,,13,13,72212320714932019,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1300 [13],Latin contact [13],1300,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,467.0,hospital,immediate,Latin,hospitāle,Latin,,hospital / hospitāle,116,71,#221F1D,Latin
647,7069,13,2-4711,grandparent,,,13,13,72212320359895092,1.0,0.8,0.5,1. clearly borrowed,analyzable compound,1830 [13],French contact [13],1830,,,,English formation out of Latin elements,,Insertion,,GRAND- (two generations away from Ego) + PARENT,,,,,,,,,,,Present in pre-contact environment,,445.0,grandparent,immediate,Latin,grandis + parens,Latin,,grandparent / grandis + parens,116,72,#221F1D,Latin
395,8065,13,15-25,fragrant,,,13,13,72212320657156942,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1520 [13],Latin contact [13],c. 1520,,,,,,Coexistence,,,,,,,,,This could as easily have come directly from Latin as via French fragrant,,,,Present in pre-contact environment,,419.0,fragrant,immediate,Latin,"fragran-s, -tem",Latin,,"fragrant / fragran-s, -tem",116,73,#221F1D,Latin
142,7429,13,5-39,fork,,,13,13,72212320564500787,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1463 [13],Latin contact [13],1463,,,,,,Insertion,,,,,,,,,The first use of FORK in any sense dates from c. 1000,,,,Present only since contact,,416.0,fork,immediate,Latin,furca,Latin,,fork / furca,116,74,#221F1D,Latin
49,7092,13,2-82,family,,,13,13,72212319369697624,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1400 [13],Latin contact [13],before 1400,,,,,,Replacement,,,,,,,,,"Familia derives from famulus ‘servant’, which has been claimed to be of Etruscan origin.",,,,Present in pre-contact environment,,381.0,family,immediate,Latin,familia,Latin,,family / familia,116,75,#221F1D,Latin
26,7037,13,1-861,extinguish,,,13,13,72212319264611979,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1551 [13],Latin contact [13],1551,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,372.0,extinguish,immediate,Latin,extinguere,Latin,,extinguish / extinguere,116,76,#221F1D,Latin
449,8196,13,17-38,explain,,,13,13,72212320382335081,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1513 [13],Latin contact [13],1513,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,371.0,explain,immediate,Latin,explānāre,Latin,,explain / explānāre,116,77,#221F1D,Latin
93,7258,13,4-221,earlobe,,,13,13,72212320295671825,1.0,1.0,0.5,1. clearly borrowed,analyzable compound,c. 1000 [13],Latin contact [13],c. 1000,,,,Second part only is borrowed,,No information,,EAR + LOBE,,,,,,,Greek to Latin to English,,,,Present in pre-contact environment,,351.0,earlobe,immediate,Latin,lobus,Latin,,earlobe / lobus,116,78,#221F1D,Latin
362,7913,13,12-232,divide,,,13,13,72212320217334471,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1374 [13],Latin contact [13],c. 1374,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,333.0,divide,immediate,Latin,dīvidere,Latin,,divide / dīvidere,116,79,#221F1D,Latin
138,7421,13,5-31,dish,,,13,13,72212320173175312,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,331.0,dish,immediate,Latin,discus,Latin,,dish / discus,116,80,#221F1D,Latin
457,8205,13,17-47,difficult,,,13,13,72212320500292812,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1585 [13],Latin contact [13],1585,,,,,,Replacement,,,,,,,,,The adjective in English is a back-formation from the noun “difficulty”; compare the English adjective “facile”.,,,,Present in pre-contact environment,,322.0,difficult,immediate,Latin,difficilis,Latin,,difficult / difficilis,116,81,#221F1D,Latin
559,8393,13,22-35,devil,,,13,13,72212320159728191,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 800 [13],Latin contact [13],before 800,,,,,,Insertion,,,,,,,,,Greek to Latin to English.,,,,Present only since contact,,319.0,devil,immediate,Latin,diabolus,Latin,,devil / diabolus,116,82,#221F1D,Latin
558,8392,13,22-35,demon,,,13,13,72212320121053915,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1398 [13],Latin contact [13],1398,,,,,,Insertion,,,,,,,,,Greek to Latin to English.,,,,Present in pre-contact environment,,311.0,demon,immediate,Latin,daemōn,Latin,,demon / daemōn,116,83,#221F1D,Latin
111,7343,13,4-66,defecate,,,13,13,72212320307842317,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1579 [13],Latin contact [13],1579,,,,(this sense only from 1864),,Coexistence,,,,,,,,,In this sense only from 1864,,Formal,,Present in pre-contact environment,,307.0,defecate,immediate,Latin,dēfaecāre,Latin,,defecate / dēfaecāre,116,84,#221F1D,Latin
